,0,0
0,0.2173913,0.1580728
1,0.3043478,0.25334558
2,0.17391305,0.25334558
3,0.3913043,0.3170352
4,0.26086956,0.2960323
5,0.22222222,0.31113273
6,0.22222222,0.3382932
7,,0.25688037
8,0.22222222,0.25688037
9,,0.3401309
10,0.6666667,0.58365935
11,0.6666667,0.61441404
12,,0.58365935
13,0.625,0.58365935
14,,0.41964707
15,0.516129,0.47266653
16,0.58064514,0.47266653
17,,0.47266653
18,0.61290324,0.52021146
19,,0.38711458
20,0.04761905,0.16411203
21,0.0,0.12940525
22,0.0,0.12940525
23,0.0,0.09474319
24,0.0,0.29776418
25,0.14559387,0.19526683
26,0.118773945,0.18687549
27,0.16475096,0.20086248
28,0.5095785,0.18128268
29,,0.30670935
30,0.4347826,0.5088369
31,0.5217391,0.5235132
32,,0.41280448
33,0.5217391,0.47679853
34,0.73913044,0.3976948
35,0.0,0.10587937
36,0.0,0.10587937
37,0.0,0.09474319
38,0.015306123,0.09474319
39,0.020408163,0.28109443
40,0.25507247,0.34041974
41,0.2347826,0.31491017
42,,0.28092813
43,0.24637681,0.26607275
44,0.26956522,0.34861612
