,0,0
0,0.32839507,0.23842147
1,0.23245148,0.21703362
2,0.30440915,0.25981754
3,0.08853613,0.21703362
4,0.1604938,0.24911849
5,0.23245148,0.15292132
6,0.20846559,0.18496768
7,0.30440915,0.21703362
8,0.23245148,0.21067011
9,0.23245148,0.24911849
10,0.23245148,0.21703362
11,0.35238093,0.21703362
12,0.92804235,0.21703362
13,0.7121693,0.2705186
14,0.1604938,0.52787346
15,0.28042328,0.43125948
16,0.1604938,0.18496768
17,0.9040565,0.23842147
18,0.20846559,0.18496768
19,0.32839507,0.2719018
20,0.12820512,0.22344911
21,0.15384614,0.13930771
22,0.1025641,0.18977636
23,0.1025641,0.20661008
24,0.07692307,0.17294797
25,0.12820512,0.17294797
26,0.07692307,0.15612507
27,0.15384614,0.18977636
28,0.07692307,0.15612507
29,0.12820512,0.20661008
30,0.1025641,0.15612507
31,0.1025641,0.18977636
32,0.41025642,0.17294797
33,,0.17294797
34,0.1025641,0.37522238
35,0.07692307,0.21048677
36,0.1025641,0.17294797
37,0.12820512,0.15612507
38,0.1025641,0.17294797
39,0.15384614,0.27189344
40,0.42105263,0.29085606
41,0.47368422,0.37522238
42,0.47368422,0.35834005
43,0.39473686,0.39210904
44,0.47368422,0.39210904
45,0.47368422,0.37477267
46,0.47368422,0.39210904
47,0.44736844,0.36175138
48,0.44736844,0.37477267
49,0.42105263,0.37522238
50,0.42105263,0.37522238
51,0.42105263,0.35834005
52,0.36842105,0.35834005
53,,0.35834005
54,0.47368422,0.32458878
55,0.44736844,0.3494128
56,0.5,0.39210904
57,0.44736844,0.37522238
58,0.5,0.40899998
59,0.44736844,0.27193105
60,0.91836727,0.64548355
61,0.83673465,0.62173337
62,0.87755096,0.62173337
63,0.57142854,0.5742348
64,0.83673465,0.5979864
65,0.8163265,0.4199665
66,0.8571428,0.5742348
67,0.9387755,0.5623597
68,0.9387755,0.58611125
69,0.95918363,0.63360804
70,0.8979591,0.63360804
71,0.8571428,0.64548355
72,0.755102,0.6098594
73,,0.58611125
74,0.8979591,0.52674294
75,0.8979591,0.52075917
76,0.87755096,0.6098594
77,0.77551013,0.6098594
78,0.8979591,0.5979864
79,0.87755096,0.2721307
80,0.07272728,0.09375995
81,0.07272728,0.09327304
82,0.07272728,0.09375995
83,0.06363636,0.09375995
84,0.07272728,0.09375995
85,0.06363636,0.09327304
86,0.06363636,0.09375995
87,0.07272728,0.09327304
88,0.07272728,0.09327304
89,0.081818186,0.09375995
90,0.07272728,0.09375995
91,0.06363636,0.094246864
92,0.06363636,0.09375995
93,,0.09327304
94,0.081818186,0.09327304
95,0.081818186,0.15095064
96,0.09090909,0.15095064
97,0.07272728,0.094246864
98,0.081818186,0.09473377
99,0.07272728,0.2718212
100,0.1107739,0.15740418
101,0.2367223,0.14103395
102,0.16540211,0.19886386
103,0.9650986,0.16866177
104,0.18664643,0.14461449
105,0.15933232,0.41484535
106,0.1107739,0.15177631
107,0.19271624,0.14256842
108,0.15022762,0.12620318
109,0.22913505,0.15382273
110,0.32473445,0.1394995
111,0.25948405,0.166103
112,0.3262519,0.19835258
113,,0.1763388
114,0.2245827,0.19886462
115,0.3080425,0.21302278
116,0.19271624,0.16456783
117,0.6555387,0.19272026
118,0.2185129,0.15382273
119,0.25948405,0.2718566
120,0.81081074,0.5708417
121,0.78378373,0.53861374
122,0.78378373,0.5708417
123,0.32432428,0.5547264
124,0.72972965,0.5547264
125,0.72972965,0.49711004
126,0.72972965,0.5225037
127,0.89189184,0.5225037
128,0.81081074,0.5225037
129,0.8648648,0.61918885
130,0.7567567,0.5708417
131,0.70270264,0.6030748
132,0.7567567,0.53861374
133,,0.5063949
134,0.8378378,0.53861374
135,0.7567567,0.46071357
136,0.8378378,0.58695954
137,0.5675675,0.53861374
138,0.8378378,0.58695954
139,0.81081074,0.2720885
140,0.055186257,0.13236493
141,0.055186257,0.12901935
142,0.055186257,0.13236493
143,0.04013546,0.13236493
144,0.04013546,0.13236493
145,0.045152392,0.19156776
146,0.050169326,0.122328945
147,0.07525399,0.12567404
148,0.07525399,0.12901935
149,0.07525399,0.14574952
150,0.07023706,0.18906787
151,0.065220125,0.14574952
152,0.07023706,0.14240304
153,,0.13905674
154,0.07525399,0.14240304
155,0.085287854,0.19656846
156,0.08027092,0.14574952
157,0.07525399,0.15244317
158,0.085287854,0.14909624
159,0.085287854,0.27184266
160,0.41926345,0.27576375
161,,0.3101569
162,0.31161472,0.37134814
163,0.31728044,0.31325558
164,0.34844193,0.2986903
165,0.3201133,0.30251226
166,0.28611898,0.32353735
167,0.28895184,0.30442333
168,0.10764872,0.28149456
169,0.3201133,0.28340495
170,0.3654391,0.2917627
171,0.2719547,0.30442333
172,0.407932,0.33500862
173,,0.27194354
174,0.36827195,0.33190054
175,0.27478755,0.28460345
176,0.19830027,0.33692068
177,0.25212464,0.2738536
178,0.28328612,0.22230408
179,0.41926345,0.27192265
